# 住基Excel側の字名（data/generated/population_aza.json）と
# 令和2年国勢調査 小地域集計側の町丁・字の対応表。scripts/fetch_aza_census.py が
# 丁目の漢数字/算用数字を揃えたうえでの完全一致のみで機械的に作成する（推測はしない）。
# status: matched（対応OK）/ suppressed（秘匿処理で復元不可）/
#   possibly_out_of_scope（米軍基地関連などで国勢調査の対象区域に含まれない可能性・推定）/
#   out_of_scope（同・公式に確証済み）/ unmatched（対応する町丁字が見つからない）
# possibly_out_of_scope の判定は scripts/fetch_aza_census.py の POSSIBLY_OUT_OF_SCOPE を、
# 確証が取れた場合は CONFIRMED_OUT_OF_SCOPE を編集すること（このファイルは手で編集しない）。
municipality,aza_juki,census_name,status,reason
うるま市,みどり町一丁目,みどり町一丁目,matched,
うるま市,みどり町三丁目,みどり町三丁目,matched,
うるま市,みどり町二丁目,みどり町二丁目,matched,
うるま市,みどり町五丁目,みどり町五丁目,matched,
うるま市,みどり町六丁目,みどり町六丁目,matched,
うるま市,みどり町四丁目,みどり町四丁目,matched,
うるま市,上江洲,字上江洲,matched,
うるま市,与那城,与那城,matched,
うるま市,与那城上原,与那城上原,matched,
うるま市,与那城中央,与那城中央,matched,
うるま市,与那城伊計,与那城伊計,matched,
うるま市,与那城安勢理,与那城安勢理,matched,
うるま市,与那城宮城,与那城宮城,matched,
うるま市,与那城宮平,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,与那城屋平,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,与那城屋慶名,与那城屋慶名,matched,
うるま市,与那城平安座,与那城平安座,matched,
うるま市,与那城平宮,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,与那城桃原,与那城桃原,matched,
うるま市,与那城池味,与那城池味,matched,
うるま市,与那城照間,与那城照間,matched,
うるま市,与那城西原,与那城西原,matched,
うるま市,与那城饒辺,与那城饒辺,matched,
うるま市,仲嶺,字仲嶺,matched,
うるま市,具志川,字具志川,matched,
うるま市,兼箇段,字兼箇段,matched,
うるま市,前原,字前原,matched,
うるま市,勝連内間,勝連内間,matched,
うるま市,勝連南風原,勝連南風原,matched,
うるま市,勝連平安名,勝連平安名,matched,
うるま市,勝連平敷屋,勝連平敷屋,matched,
うるま市,勝連比嘉,勝連比嘉,matched,
うるま市,勝連津堅,勝連津堅,matched,
うるま市,勝連浜,勝連浜,matched,
うるま市,喜仲一丁目,喜仲一丁目,matched,
うるま市,喜仲三丁目,喜仲三丁目,matched,
うるま市,喜仲二丁目,喜仲二丁目,matched,
うるま市,喜仲四丁目,喜仲四丁目,matched,
うるま市,喜屋武,字喜屋武,matched,
うるま市,塩屋,字塩屋,matched,
うるま市,大田,字大田,matched,
うるま市,天願,字天願,matched,
うるま市,宇堅,字宇堅,matched,
うるま市,安慶名,字安慶名,matched,
うるま市,安慶名一丁目,安慶名一丁目,matched,
うるま市,安慶名三丁目,安慶名三丁目,matched,
うるま市,安慶名二丁目,安慶名二丁目,matched,
うるま市,宮里,字宮里,matched,
うるま市,川崎,字川崎,matched,
うるま市,川田,字川田,matched,
うるま市,州崎,字州崎,matched,
うるま市,平良川,字平良川,matched,
うるま市,昆布,字昆布,matched,
うるま市,栄野比,字栄野比,matched,
うるま市,江洲,字江洲,matched,
うるま市,田場,字田場,matched,
うるま市,石川,石川,matched,
うるま市,石川一丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川二丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川伊波,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川嘉手苅,石川嘉手苅,matched,
うるま市,石川山城,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川曙一丁目,石川曙一丁目,matched,
うるま市,石川曙三丁目,石川曙三丁目,matched,
うるま市,石川曙二丁目,石川曙二丁目,matched,
うるま市,石川東山一丁目,石川東山一丁目,matched,
うるま市,石川東山二丁目,石川東山二丁目,matched,
うるま市,石川東山本町一丁目,石川東山本町一丁目,matched,
うるま市,石川東山本町二丁目,石川東山本町二丁目,matched,
うるま市,石川東恩納,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川東恩納崎,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川楚南,石川楚南,matched,
うるま市,石川白浜一丁目,石川白浜一丁目,matched,
うるま市,石川白浜二丁目,石川白浜二丁目,matched,
うるま市,石川石崎一丁目,石川石崎一丁目,matched,
うるま市,石川石崎二丁目,石川石崎二丁目,matched,
うるま市,石川赤崎,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
うるま市,石川赤崎一丁目,石川赤崎一丁目,matched,
うるま市,石川赤崎三丁目,石川赤崎三丁目,matched,
うるま市,石川赤崎二丁目,石川赤崎二丁目,matched,
うるま市,西原,字西原,matched,
うるま市,豊原,字豊原,matched,
うるま市,赤道,字赤道,matched,
うるま市,赤野,字赤野,matched,
うるま市,高江洲,字高江洲,matched,
与那原町,字上与那原,字上与那原,matched,
与那原町,字与那原,字与那原,matched,
与那原町,字東浜,字東浜,matched,
与那原町,字板良敷,字板良敷,matched,
与那国町,字与那国,字与那国,matched,
中城村,字久場,字久場,matched,
中城村,字伊舎堂,字伊舎堂,matched,
中城村,字伊集,字伊集,matched,
中城村,字北上原,字北上原,matched,
中城村,字北浜,字北浜,matched,
中城村,字南上原,字南上原,matched,
中城村,字南浜,字南浜,matched,
中城村,字和宇慶,字和宇慶,matched,
中城村,字奥間,字奥間,matched,
中城村,字安里,字安里,matched,
中城村,字屋宜,字屋宜,matched,
中城村,字当間,字当間,matched,
中城村,字新垣,字新垣,matched,
中城村,字泊,字泊,matched,
中城村,字津覇,字津覇,matched,
中城村,字浜,字浜,matched,
中城村,字添石,字添石,matched,
中城村,字登又,字登又,matched,
久米島町,イーフ,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,上江洲,字上江洲,matched,
久米島町,上阿嘉,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,下阿嘉,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,久間地,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,仲地,字仲地,matched,
久米島町,仲村渠,字仲村渠,matched,
久米島町,仲泊,字仲泊,matched,
久米島町,儀間,字儀間,matched,
久米島町,具志川,字具志川,matched,
久米島町,兼城,字兼城,matched,
久米島町,北原,字北原,matched,
久米島町,嘉手刈,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,大原,字大原,matched,
久米島町,大田,字大田,matched,
久米島町,奥武,字奥武,matched,
久米島町,宇根,字宇根,matched,
久米島町,宇江城,字宇江城,matched,
久米島町,宇江城山田原,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,山城,字山城,matched,
久米島町,山里,字山里,matched,
久米島町,島尻,字島尻,matched,
久米島町,東奥武,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,比嘉,字比嘉,matched,
久米島町,比屋定,字比屋定,matched,
久米島町,泊,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,真我里,字真我里,matched,
久米島町,真泊,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,真謝,字真謝,matched,
久米島町,西奥武,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
久米島町,西銘,字西銘,matched,
久米島町,謝名堂,字謝名堂,matched,
久米島町,銭田,字銭田,matched,
久米島町,阿嘉,字阿嘉,matched,
久米島町,鳥島,字鳥島,matched,
今帰仁村,上運天,字上運天,matched,
今帰仁村,与那嶺,字与那嶺,matched,
今帰仁村,今泊,字今泊,matched,
今帰仁村,仲宗根,字仲宗根,matched,
今帰仁村,仲尾次,字仲尾次,matched,
今帰仁村,兼次,字兼次,matched,
今帰仁村,勢理客,字勢理客,matched,
今帰仁村,古宇利,字古宇利,matched,
今帰仁村,呉我山,字呉我山,matched,
今帰仁村,天底,字天底,matched,
今帰仁村,崎山,字崎山,matched,
今帰仁村,平敷,字平敷,matched,
今帰仁村,渡喜仁,字渡喜仁,matched,
今帰仁村,湧川,字湧川,matched,
今帰仁村,玉城,字玉城,matched,
今帰仁村,諸志,字諸志,matched,
今帰仁村,謝名,字謝名,matched,
今帰仁村,越地,字越地,matched,
今帰仁村,運天,字運天,matched,
伊平屋村,前泊,字前泊,matched,
伊平屋村,島尻,字島尻,matched,
伊平屋村,我喜屋,字我喜屋,matched,
伊平屋村,田名,字田名,matched,
伊平屋村,野甫,字野甫,matched,
伊是名村,仲田,字仲田,matched,
伊是名村,伊是名,字伊是名,matched,
伊是名村,内花,字内花,matched,
伊是名村,勢理客,字勢理客,matched,
伊是名村,諸見,字諸見,matched,
伊江村,川平,字川平,matched,
伊江村,東江上,字東江上,matched,
伊江村,東江前,字東江前,matched,
伊江村,西江上,字西江上,matched,
伊江村,西江前,字西江前,matched,
八重瀬町,上田原,字上田原,matched,
八重瀬町,与座,字与座,matched,
八重瀬町,世名城,字世名城,matched,
八重瀬町,仲座,字仲座,matched,
八重瀬町,伊覇,字伊覇,matched,
八重瀬町,具志頭,字具志頭,matched,
八重瀬町,友寄,字友寄,matched,
八重瀬町,外間,字外間,matched,
八重瀬町,大頓,字大頓,matched,
八重瀬町,安里,字安里,matched,
八重瀬町,宜次,字宜次,matched,
八重瀬町,富盛,字富盛,matched,
八重瀬町,小城,字小城,matched,
八重瀬町,屋宜原,字屋宜原,matched,
八重瀬町,当銘,字当銘,matched,
八重瀬町,後原,字後原,matched,
八重瀬町,志多伯,字志多伯,matched,
八重瀬町,新城,字新城,matched,
八重瀬町,東風平,字東風平,matched,
八重瀬町,港川,字港川,matched,
八重瀬町,玻名城,字玻名城,matched,
八重瀬町,長毛,字長毛,matched,
八重瀬町,高良,字高良,matched,
北中城村,アワセ土地区画,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北中城村,ライカム,字ライカム,matched,
北中城村,仲順,字仲順,matched,
北中城村,和仁屋,字和仁屋,matched,
北中城村,喜舎場,字喜舎場,matched,
北中城村,大城,字大城,matched,
北中城村,安谷屋,字安谷屋,matched,
北中城村,屋宜原,字屋宜原,matched,
北中城村,島袋,字島袋,matched,
北中城村,比嘉,字比嘉,matched,
北中城村,渡口,字渡口,matched,
北中城村,熱田,字熱田,matched,
北中城村,瑞慶覧,字瑞慶覧,matched,
北中城村,県営北中城団地,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北中城村,石平,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北中城村,美崎,字美崎,matched,
北中城村,荻道,字荻道,matched,
北中城村,軍施設内,,possibly_out_of_scope,possibly_out_of_scope: 米軍基地関連の可能性（国勢調査側に該当する行がなく、市町村計は名前のある区域の合計と一致）。総務省統計局の公式な説明は未確認のため推定
北大東村,ラサ,字ラサ,matched,
北大東村,中野,字中野,matched,
北大東村,南,字南,matched,
北大東村,港,字港,matched,
北谷町,伊平1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北谷町,伊平2丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北谷町,北前1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北谷町,北谷1丁目,北谷一丁目,matched,
北谷町,北谷2丁目,北谷二丁目,matched,
北谷町,字上勢頭,字上勢頭,matched,
北谷町,字下勢頭,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北谷町,字伊平,字伊平,matched,
北谷町,字北前,字北前,matched,
北谷町,字北谷,字北谷,matched,
北谷町,字吉原,字吉原,matched,
北谷町,字大村,字大村,suppressed,秘匿処理（近隣の町丁・字（005006）に合算されており人口が復元できません）
北谷町,字宮城,字宮城,matched,
北谷町,字桃原,字桃原,matched,
北谷町,字桑江,字桑江,matched,
北谷町,字浜川,字浜川,matched,
北谷町,字港,字港,matched,
北谷町,字玉上,字玉上,matched,
北谷町,字砂辺,字砂辺,matched,
北谷町,字美浜,字美浜,matched,
北谷町,桑江1丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
北谷町,美浜1丁目,美浜一丁目,matched,
北谷町,美浜2丁目,美浜二丁目,matched,
北谷町,美浜3丁目,美浜三丁目,matched,
南城市,佐敷字仲伊保,佐敷字仲伊保,matched,
南城市,佐敷字伊原,佐敷字伊原,matched,
南城市,佐敷字佐敷,佐敷字佐敷,matched,
南城市,佐敷字兼久,佐敷字兼久,matched,
南城市,佐敷字冨祖崎,佐敷字冨祖崎,matched,
南城市,佐敷字小谷,佐敷字小谷,matched,
南城市,佐敷字屋比久,佐敷字屋比久,matched,
南城市,佐敷字手登根,佐敷字手登根,matched,
南城市,佐敷字新里,佐敷字新里,matched,
南城市,佐敷字新開,佐敷字新開,matched,
南城市,佐敷字津波古,佐敷字津波古,matched,
南城市,大里字仲間,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字古堅,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字大城,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字大里,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字嶺井,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字平良,大里字平良,matched,
南城市,大里字稲嶺,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,大里字高平,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,字つきしろ,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
南城市,玉城字中山,玉城字中山,matched,
南城市,玉城字仲村渠,玉城字仲村渠,matched,
南城市,玉城字前川,玉城字前川,matched,
南城市,玉城字喜良原,玉城字喜良原,matched,
南城市,玉城字垣花,玉城字垣花,matched,
南城市,玉城字堀川,玉城字堀川,matched,
南城市,玉城字奥武,玉城字奥武,matched,
南城市,玉城字富里,玉城字富里,matched,
南城市,玉城字屋嘉部,玉城字屋嘉部,matched,
南城市,玉城字志堅原,玉城字志堅原,matched,
南城市,玉城字愛地,玉城字愛地,matched,
南城市,玉城字玉城,玉城字玉城,matched,
南城市,玉城字當山,玉城字當山,matched,
南城市,玉城字百名,玉城字百名,matched,
南城市,玉城字糸数,玉城字糸数,matched,
南城市,玉城字船越,玉城字船越,matched,
南城市,玉城字親慶原,玉城字親慶原,matched,
南城市,知念字久原,知念字久原,matched,
南城市,知念字久手堅,知念字久手堅,matched,
南城市,知念字久高,知念字久高,matched,
南城市,知念字具志堅,知念字具志堅,matched,
南城市,知念字吉富,知念字吉富,matched,
南城市,知念字安座真,知念字安座真,matched,
南城市,知念字山里,知念字山里,matched,
南城市,知念字志喜屋,知念字志喜屋,matched,
南城市,知念字海野,知念字海野,matched,
南城市,知念字知名,知念字知名,matched,
南城市,知念字知念,知念字知念,matched,
南大東村,北,字北,matched,
南大東村,南,字南,matched,
南大東村,在所,字在所,matched,
南大東村,新東,字新東,matched,
南大東村,旧東,字旧東,matched,
南大東村,池之沢,字池之沢,matched,
南風原町,与那覇,字与那覇,matched,
南風原町,兼城,字兼城,matched,
南風原町,喜屋武,字喜屋武,matched,
南風原町,大名,字大名,matched,
南風原町,宮城,字宮城,matched,
南風原町,宮平,字宮平,matched,
南風原町,山川,字山川,matched,
南風原町,新川,字新川,matched,
南風原町,本部,字本部,matched,
南風原町,津嘉山,字津嘉山,matched,
南風原町,照屋,字照屋,matched,
南風原町,神里,字神里,matched,
名護市,城一丁目,城一丁目,matched,
名護市,城三丁目,城三丁目,matched,
名護市,城二丁目,城二丁目,matched,
名護市,大中一丁目,大中一丁目,matched,
名護市,大中三丁目,大中三丁目,matched,
名護市,大中二丁目,大中二丁目,matched,
名護市,大中五丁目,大中五丁目,matched,
名護市,大中四丁目,大中四丁目,matched,
名護市,大北一丁目,大北一丁目,matched,
名護市,大北三丁目,大北三丁目,matched,
名護市,大北二丁目,大北二丁目,matched,
名護市,大北五丁目,大北五丁目,matched,
名護市,大北四丁目,大北四丁目,matched,
名護市,大南一丁目,大南一丁目,matched,
名護市,大南三丁目,大南三丁目,matched,
名護市,大南二丁目,大南二丁目,matched,
名護市,大南四丁目,大南四丁目,matched,
名護市,大東一丁目,大東一丁目,matched,
名護市,大東三丁目,大東三丁目,matched,
名護市,大東二丁目,大東二丁目,matched,
名護市,大東四丁目,大東四丁目,matched,
名護市,大西一丁目,大西一丁目,matched,
名護市,大西三丁目,大西三丁目,matched,
名護市,大西二丁目,大西二丁目,matched,
名護市,大西五丁目,大西五丁目,matched,
名護市,大西四丁目,大西四丁目,matched,
名護市,字三原,字三原,matched,
名護市,字世冨慶,字世冨慶,matched,
名護市,字中山,字中山,matched,
名護市,字久志,字久志,matched,
名護市,字二見,字二見,matched,
名護市,字仲尾,字仲尾,matched,
名護市,字仲尾次,字仲尾次,matched,
名護市,字伊差川,字伊差川,matched,
名護市,字勝山,字勝山,matched,
名護市,字古我知,字古我知,matched,
名護市,字名護,字名護,matched,
名護市,字呉我,字呉我,matched,
名護市,字喜瀬,字喜瀬,matched,
名護市,字嘉陽,字嘉陽,matched,
名護市,字大川,字大川,matched,
名護市,字大浦,字大浦,matched,
名護市,字天仁屋,字天仁屋,matched,
名護市,字宇茂佐,字宇茂佐,matched,
名護市,字安和,字安和,matched,
名護市,字安部,字安部,matched,
名護市,字宮里,字宮里,matched,
名護市,字屋我,字屋我,matched,
名護市,字屋部,字屋部,matched,
名護市,字山入端,字山入端,matched,
名護市,字川上,字川上,matched,
名護市,字幸喜,字幸喜,matched,
名護市,字我部,字我部,matched,
名護市,字我部祖河,字我部祖河,matched,
名護市,字振慶名,字振慶名,matched,
名護市,字数久田,字数久田,matched,
名護市,字旭川,字旭川,matched,
名護市,字汀間,字汀間,matched,
名護市,字済井出,字済井出,matched,
名護市,字源河,字源河,matched,
名護市,字瀬嵩,字瀬嵩,matched,
名護市,字為又,字為又,matched,
名護市,字田井等,字田井等,matched,
名護市,字真喜屋,字真喜屋,matched,
名護市,字稲嶺,字稲嶺,matched,
名護市,字親川,字親川,matched,
名護市,字許田,字許田,matched,
名護市,字豊原,字豊原,matched,
名護市,字辺野古,字辺野古,matched,
名護市,字運天原,字運天原,matched,
名護市,字饒平名,字饒平名,matched,
名護市,宇茂佐の森一丁目,宇茂佐の森一丁目,matched,
名護市,宇茂佐の森三丁目,宇茂佐の森三丁目,matched,
名護市,宇茂佐の森二丁目,宇茂佐の森二丁目,matched,
名護市,宇茂佐の森五丁目,宇茂佐の森五丁目,matched,
名護市,宇茂佐の森四丁目,宇茂佐の森四丁目,matched,
名護市,宮里一丁目,宮里一丁目,matched,
名護市,宮里七丁目,宮里七丁目,matched,
名護市,宮里三丁目,宮里三丁目,matched,
名護市,宮里二丁目,宮里二丁目,matched,
名護市,宮里五丁目,宮里五丁目,matched,
名護市,宮里六丁目,宮里六丁目,matched,
名護市,宮里四丁目,宮里四丁目,matched,
名護市,東江一丁目,東江一丁目,matched,
名護市,東江三丁目,東江三丁目,matched,
名護市,東江二丁目,東江二丁目,matched,
名護市,東江五丁目,東江五丁目,matched,
名護市,東江四丁目,東江四丁目,matched,
名護市,港一丁目,港一丁目,matched,
名護市,港二丁目,港二丁目,matched,
嘉手納町,字久得,字久得,matched,
嘉手納町,字兼久,字兼久,matched,
嘉手納町,字嘉手納,字嘉手納,matched,
嘉手納町,字国直,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
嘉手納町,字屋良,字屋良,matched,
嘉手納町,字東,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
嘉手納町,字水釜,字水釜,matched,
嘉手納町,字野国,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
嘉手納町,字野里,字野里,matched,
嘉手納町,屋良一丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
嘉手納町,水釜六丁目,,unmatched,国勢調査(令和2年)の町丁・字と一致しません
国頭村,与那,字与那,matched,
国頭村,伊地,字伊地,matched,
国頭村,佐手,字佐手,matched,
国頭村,半地,字半地,matched,
国頭村,奥,字奥,matched,
国頭村,奥間,字奥間,matched,
国頭村,宇嘉,字宇嘉,matched,
国頭村,宇良,字宇良,matched,
国頭村,安波,字安波,matched,
国頭村,安田,字安田,matched,
国頭村,宜名真,字宜名真,matched,
国頭村,桃原,字桃原,matched,
国頭村,楚洲,字楚洲,matched,
国頭村,比地,字比地,matched,
国頭村,浜,字浜,matched,
国頭村,謝敷,字謝敷,matched,
国頭村,辺土名,字辺土名,matched,
国頭村,辺戸,字辺戸,matched,
国頭村,辺野喜,字辺野喜,matched,
国頭村,鏡地,字鏡地,matched,
多良間村,仲筋,字仲筋,matched,
多良間村,塩川,字塩川,matched,
多良間村,水納,字水納,suppressed,秘匿処理（近隣の町丁・字（0020）に合算されており人口が復元できません）
大宜味村,上原,字上原,matched,
大宜味村,喜如嘉,字喜如嘉,matched,
大宜味村,塩屋,字塩屋,matched,
大宜味村,大保,字大保,matched,
大宜味村,大兼久,字大兼久,matched,
大宜味村,大宜味,字大宜味,matched,
大宜味村,宮城,字宮城,matched,
大宜味村,屋古,字屋古,matched,
大宜味村,押川,字押川,matched,
大宜味村,根路銘,字根路銘,matched,
大宜味村,江洲,字江洲,matched,
大宜味村,津波,字津波,matched,
大宜味村,田嘉里,字田嘉里,matched,
大宜味村,田港,字田港,matched,
大宜味村,白浜,字白浜,matched,
大宜味村,謝名城,字謝名城,matched,
大宜味村,饒波,字饒波,matched,
宜野座村,宜野座,字宜野座,matched,
宜野座村,惣慶,字惣慶,matched,
宜野座村,松田,字松田,matched,
宜野座村,漢那,字漢那,matched,
